delivery_id,match_id,innings,over,ball,batting_team,bowling_team,striker,non_striker,bowler,batsman_runs,extra_runs,total_runs,extra_type,is_wicket,dismissal_type,dismissed_player,fielder
D0034094,M0293,2,4,2,Deccan Chargers,Pune Warriors India,Dwayne Azam,Ross Bumrah,Ross Buttler,1,0,1,,False,,,
D0034095,M0293,2,4,3,Deccan Chargers,Pune Warriors India,Dwayne Azam,Ross Bumrah,Ross Buttler,1,0,1,,False,,,
D0034096,M0293,2,4,4,Deccan Chargers,Pune Warriors India,Dwayne Azam,Ross Bumrah,Ross Buttler,0,0,0,,True,stumped,Dwayne Azam,Tim Stubbs
D0034097,M0293,2,4,5,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Ross Buttler,4,0,4,,False,,,
D0034098,M0293,2,4,6,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Ross Buttler,2,0,2,,False,,,
D0034099,M0293,2,5,1,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Tim Stubbs,2,0,2,,False,,,
D0034100,M0293,2,5,2,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Tim Stubbs,4,0,4,,False,,,
D0034101,M0293,2,5,3,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Tim Stubbs,1,0,1,,False,,,
D0034102,M0293,2,5,4,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Tim Stubbs,2,0,2,,False,,,
D0034103,M0293,2,5,5,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Tim Stubbs,1,0,1,,False,,,
D0034104,M0293,2,5,6,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Tim Stubbs,1,0,1,,False,,,
D0034105,M0293,2,6,1,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Mujeeb Tahir,0,0,0,,False,,,
D0034106,M0293,2,6,2,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Mujeeb Tahir,2,0,2,,False,,,
D0034107,M0293,2,6,3,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Mujeeb Tahir,0,0,0,,False,,,
D0034108,M0293,2,6,4,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Mujeeb Tahir,2,0,2,,False,,,
D0034109,M0293,2,6,5,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Mujeeb Tahir,0,0,0,,False,,,
D0034110,M0293,2,6,6,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Mujeeb Tahir,4,0,4,,False,,,
D0034111,M0293,2,7,1,Deccan Chargers,Pune Warriors India,Ross Bumrah,Rahul Ngidi,Tom Klaasen,0,0,0,,True,caught,Ross Bumrah,Adil Taylor
D0034112,M0293,2,7,2,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Tom Klaasen,2,0,2,,False,,,
D0034113,M0293,2,7,3,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Tom Klaasen,2,0,2,,False,,,
D0034114,M0293,2,7,4,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Tom Klaasen,2,0,2,,False,,,
D0034115,M0293,2,7,5,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Tom Klaasen,4,0,4,,False,,,
D0034116,M0293,2,7,6,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Tom Klaasen,2,0,2,,False,,,
D0034117,M0293,2,8,1,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Adil Taylor,1,0,1,,False,,,
D0034118,M0293,2,8,2,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Adil Taylor,1,0,1,,False,,,
D0034119,M0293,2,8,3,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Adil Taylor,2,0,2,,False,,,
D0034120,M0293,2,8,4,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Adil Taylor,6,0,6,,False,,,
D0034121,M0293,2,8,5,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Adil Taylor,2,0,2,,False,,,
D0034122,M0293,2,8,6,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Adil Taylor,1,0,1,,False,,,
D0034123,M0293,2,9,1,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Tim Samson,2,0,2,,False,,,
D0034124,M0293,2,9,2,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Tim Samson,4,0,4,,False,,,
D0034125,M0293,2,9,3,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Tim Samson,0,0,0,,False,,,
D0034126,M0293,2,9,4,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Tim Samson,4,1,5,wide,False,,,
D0034127,M0293,2,9,5,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Tim Samson,1,0,1,,False,,,
D0034128,M0293,2,9,6,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Tim Samson,0,0,0,,False,,,
D0034129,M0293,2,10,1,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Ross Buttler,1,0,1,,False,,,
D0034130,M0293,2,10,2,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Ross Buttler,2,0,2,,False,,,
D0034131,M0293,2,10,3,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Ross Buttler,1,0,1,,False,,,
D0034132,M0293,2,10,4,Deccan Chargers,Pune Warriors India,Rahul Ngidi,Mujeeb Rizwan,Ross Buttler,0,0,0,,True,stumped,Rahul Ngidi,Tom Klaasen
D0034133,M0293,2,10,5,Deccan Chargers,Pune Warriors India,Mujeeb Rizwan,Krunal Coetzee,Ross Buttler,1,0,1,,False,,,
D0034134,M0293,2,10,6,Deccan Chargers,Pune Warriors India,Mujeeb Rizwan,Krunal Coetzee,Ross Buttler,4,0,4,,False,,,
D0034135,M0293,2,11,1,Deccan Chargers,Pune Warriors India,Mujeeb Rizwan,Krunal Coetzee,Tim Stubbs,0,0,0,,True,caught,Mujeeb Rizwan,Ross Buttler
D0034136,M0293,2,11,2,Deccan Chargers,Pune Warriors India,Krunal Coetzee,Ambati Hales,Tim Stubbs,2,0,2,,False,,,
D0034137,M0293,2,11,3,Deccan Chargers,Pune Warriors India,Krunal Coetzee,Ambati Hales,Tim Stubbs,1,0,1,,False,,,
D0034138,M0293,2,11,4,Deccan Chargers,Pune Warriors India,Krunal Coetzee,Ambati Hales,Tim Stubbs,1,0,1,,False,,,
D0034139,M0293,2,11,5,Deccan Chargers,Pune Warriors India,Krunal Coetzee,Ambati Hales,Tim Stubbs,1,0,1,,False,,,
D0034140,M0293,2,11,6,Deccan Chargers,Pune Warriors India,Krunal Coetzee,Ambati Hales,Tim Stubbs,1,0,1,,False,,,
D0034141,M0293,2,12,1,Deccan Chargers,Pune Warriors India,Krunal Coetzee,Ambati Hales,Mujeeb Tahir,2,0,2,,False,,,
D0034142,M0293,2,12,2,Deccan Chargers,Pune Warriors India,Krunal Coetzee,Ambati Hales,Mujeeb Tahir,0,0,0,,False,,,
D0034143,M0293,2,12,3,Deccan Chargers,Pune Warriors India,Krunal Coetzee,Ambati Hales,Mujeeb Tahir,0,0,0,,False,,,
D0034144,M0293,2,12,4,Deccan Chargers,Pune Warriors India,Krunal Coetzee,Ambati Hales,Mujeeb Tahir,1,0,1,,False,,,
D0034145,M0293,2,12,5,Deccan Chargers,Pune Warriors India,Krunal Coetzee,Ambati Hales,Mujeeb Tahir,4,0,4,,False,,,
D0034146,M0293,2,12,6,Deccan Chargers,Pune Warriors India,Krunal Coetzee,Ambati Hales,Mujeeb Tahir,2,0,2,,False,,,
D0034147,M0293,2,13,1,Deccan Chargers,Pune Warriors India,Krunal Coetzee,Ambati Hales,Tom Klaasen,1,0,1,,False,,,
D0034148,M0294,1,1,1,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Mohammed Rahul,4,0,4,,False,,,
D0034149,M0294,1,1,2,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Mohammed Rahul,6,0,6,,False,,,
D0034150,M0294,1,1,3,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Mohammed Rahul,6,0,6,,False,,,
D0034151,M0294,1,1,4,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Mohammed Rahul,1,0,1,,False,,,
D0034152,M0294,1,1,5,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Mohammed Rahul,4,0,4,,False,,,
D0034153,M0294,1,1,6,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Mohammed Rahul,4,4,8,bye,False,,,
D0034154,M0294,1,2,1,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Liam Ali,0,0,0,,False,,,
D0034155,M0294,1,2,2,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Liam Ali,6,0,6,,False,,,
D0034156,M0294,1,2,3,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Liam Ali,6,0,6,,False,,,
D0034157,M0294,1,2,4,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Liam Ali,4,0,4,,False,,,
D0034158,M0294,1,2,5,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Liam Ali,2,0,2,,False,,,
D0034159,M0294,1,2,6,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Liam Ali,4,0,4,,False,,,
D0034160,M0294,1,3,1,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Shoaib Ngidi,4,0,4,,False,,,
D0034161,M0294,1,3,2,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Shoaib Ngidi,2,0,2,,False,,,
D0034162,M0294,1,3,3,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Shoaib Ngidi,4,0,4,,False,,,
D0034163,M0294,1,3,4,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Shoaib Ngidi,0,0,0,,False,,,
D0034164,M0294,1,3,5,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Shoaib Ngidi,0,0,0,,False,,,
D0034165,M0294,1,3,6,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Shoaib Ngidi,2,0,2,,False,,,
D0034166,M0294,1,4,1,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,AB Bairstow,2,1,3,no-ball,False,,,
D0034167,M0294,1,4,2,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,AB Bairstow,2,0,2,,False,,,
D0034168,M0294,1,4,3,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,AB Bairstow,0,0,0,,False,,,
D0034169,M0294,1,4,4,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,AB Bairstow,2,1,3,wide,False,,,
D0034170,M0294,1,4,5,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,AB Bairstow,4,1,5,wide,False,,,
D0034171,M0294,1,4,6,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,AB Bairstow,4,0,4,,False,,,
D0034172,M0294,1,5,1,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Aaron Warner,2,0,2,,False,,,
D0034173,M0294,1,5,2,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Aaron Warner,4,0,4,,False,,,
D0034174,M0294,1,5,3,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Aaron Warner,1,0,1,,False,,,
D0034175,M0294,1,5,4,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Aaron Warner,4,0,4,,False,,,
D0034176,M0294,1,5,5,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Aaron Warner,2,1,3,wide,False,,,
D0034177,M0294,1,5,6,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Aaron Warner,1,2,3,bye,False,,,
D0034178,M0294,1,6,1,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Dinesh Shaw,6,0,6,,False,,,
D0034179,M0294,1,6,2,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Dinesh Shaw,1,0,1,,False,,,
D0034180,M0294,1,6,3,Pune Warriors India,Kolkata Knight Riders,Kagiso Saha,Faheem Afridi,Dinesh Shaw,0,0,0,,True,caught,Kagiso Saha,Aaron Warner
D0034181,M0294,1,6,4,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Dinesh Shaw,1,0,1,,False,,,
D0034182,M0294,1,6,5,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Dinesh Shaw,6,0,6,,False,,,
D0034183,M0294,1,6,6,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Dinesh Shaw,1,0,1,,False,,,
D0034184,M0294,1,7,1,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Mohammed Rahul,1,0,1,,False,,,
D0034185,M0294,1,7,2,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Mohammed Rahul,2,0,2,,False,,,
D0034186,M0294,1,7,3,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Mohammed Rahul,1,0,1,,False,,,
D0034187,M0294,1,7,4,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Mohammed Rahul,4,4,8,leg-bye,False,,,
D0034188,M0294,1,7,5,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Mohammed Rahul,2,0,2,,False,,,
D0034189,M0294,1,7,6,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Mohammed Rahul,1,0,1,,False,,,
D0034190,M0294,1,8,1,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Liam Ali,2,0,2,,False,,,
D0034191,M0294,1,8,2,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Liam Ali,2,0,2,,False,,,
D0034192,M0294,1,8,3,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Liam Ali,1,0,1,,False,,,
D0034193,M0294,1,8,4,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Liam Ali,4,0,4,,False,,,
D0034194,M0294,1,8,5,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Liam Ali,2,0,2,,False,,,
D0034195,M0294,1,8,6,Pune Warriors India,Kolkata Knight Riders,Faheem Afridi,Dwayne Hazlewood,Liam Ali,1,1,2,wide,False,,,
D0034196,M0294,2,1,1,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Harry Yadav,2,0,2,,False,,,
D0034197,M0294,2,1,2,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Harry Yadav,1,0,1,,False,,,
D0034198,M0294,2,1,3,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Harry Yadav,4,0,4,,False,,,
D0034199,M0294,2,1,4,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Harry Yadav,6,0,6,,False,,,
D0034200,M0294,2,1,5,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Harry Yadav,1,0,1,,False,,,
D0034201,M0294,2,1,6,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Harry Yadav,1,0,1,,False,,,
D0034202,M0294,2,2,1,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Rohit Livingstone,2,0,2,,False,,,
D0034203,M0294,2,2,2,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Rohit Livingstone,2,0,2,,False,,,
D0034204,M0294,2,2,3,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Rohit Livingstone,4,0,4,,False,,,
D0034205,M0294,2,2,4,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Rohit Livingstone,6,0,6,,False,,,
D0034206,M0294,2,2,5,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Rohit Livingstone,2,0,2,,False,,,
D0034207,M0294,2,2,6,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Rohit Livingstone,0,0,0,,False,,,
D0034208,M0294,2,3,1,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Najibullah Ashraf,6,0,6,,False,,,
D0034209,M0294,2,3,2,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Najibullah Ashraf,1,0,1,,False,,,
D0034210,M0294,2,3,3,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Najibullah Ashraf,1,0,1,,False,,,
D0034211,M0294,2,3,4,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Najibullah Ashraf,1,0,1,,False,,,
D0034212,M0294,2,3,5,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Najibullah Ashraf,6,0,6,,False,,,
D0034213,M0294,2,3,6,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Najibullah Ashraf,6,0,6,,False,,,
D0034214,M0294,2,4,1,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Axar Stokes,2,0,2,,False,,,
D0034215,M0294,2,4,2,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Axar Stokes,1,0,1,,False,,,
D0034216,M0294,2,4,3,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Axar Stokes,1,0,1,,False,,,
D0034217,M0294,2,4,4,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Axar Stokes,2,0,2,,False,,,
D0034218,M0294,2,4,5,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Axar Stokes,4,0,4,,False,,,
D0034219,M0294,2,4,6,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Axar Stokes,4,0,4,,False,,,
D0034220,M0294,2,5,1,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Aiden Pant,1,1,2,bye,False,,,
D0034221,M0294,2,5,2,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Aiden Pant,1,0,1,,False,,,
D0034222,M0294,2,5,3,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Aiden Pant,4,0,4,,False,,,
D0034223,M0294,2,5,4,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Aiden Pant,2,0,2,,False,,,
D0034224,M0294,2,5,5,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Aiden Pant,1,0,1,,False,,,
D0034225,M0294,2,5,6,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Aiden Pant,1,0,1,,False,,,
D0034226,M0294,2,6,1,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Mohammad Lyon,4,0,4,,False,,,
D0034227,M0294,2,6,2,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Mohammad Lyon,2,0,2,,False,,,
D0034228,M0294,2,6,3,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Mohammad Lyon,0,0,0,,False,,,
D0034229,M0294,2,6,4,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Mohammad Lyon,1,0,1,,False,,,
D0034230,M0294,2,6,5,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Mohammad Lyon,1,0,1,,False,,,
D0034231,M0294,2,6,6,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Mohammad Lyon,4,0,4,,False,,,
D0034232,M0294,2,7,1,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Harry Yadav,2,0,2,,False,,,
D0034233,M0294,2,7,2,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Harry Yadav,4,0,4,,False,,,
D0034234,M0294,2,7,3,Kolkata Knight Riders,Pune Warriors India,Trent Pandya,Ajinkya Uthappa,Harry Yadav,0,0,0,,True,caught,Trent Pandya,Mohammad Lyon
D0034235,M0295,1,1,1,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Ross Buttler,2,1,3,leg-bye,False,,,
D0034236,M0295,1,1,2,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Ross Buttler,4,0,4,,False,,,
D0034237,M0295,1,1,3,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Ross Buttler,2,0,2,,False,,,
D0034238,M0295,1,1,4,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Ross Buttler,2,0,2,,False,,,
D0034239,M0295,1,1,5,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Ross Buttler,1,0,1,,False,,,
D0034240,M0295,1,1,6,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Ross Buttler,4,0,4,,False,,,
D0034241,M0295,1,2,1,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Dawid Zaman,4,0,4,,False,,,
D0034242,M0295,1,2,2,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Dawid Zaman,1,0,1,,False,,,
D0034243,M0295,1,2,3,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Dawid Zaman,0,0,0,,False,,,
D0034244,M0295,1,2,4,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Dawid Zaman,1,0,1,,False,,,
D0034245,M0295,1,2,5,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Dawid Zaman,4,0,4,,False,,,
D0034246,M0295,1,2,6,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Dawid Zaman,2,0,2,,False,,,
D0034247,M0295,1,3,1,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Mohammed Topley,2,0,2,,False,,,
D0034248,M0295,1,3,2,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Mohammed Topley,4,1,5,leg-bye,False,,,
D0034249,M0295,1,3,3,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Mohammed Topley,6,0,6,,False,,,
D0034250,M0295,1,3,4,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Mohammed Topley,2,0,2,,False,,,
D0034251,M0295,1,3,5,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Mohammed Topley,2,0,2,,False,,,
D0034252,M0295,1,3,6,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Mohammed Topley,0,0,0,,False,,,
D0034253,M0295,1,4,1,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Kieron Samson,1,0,1,,False,,,
D0034254,M0295,1,4,2,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Kieron Samson,2,0,2,,False,,,
D0034255,M0295,1,4,3,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Kieron Samson,0,0,0,,False,,,
D0034256,M0295,1,4,4,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Kieron Samson,4,0,4,,False,,,
D0034257,M0295,1,4,5,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Kieron Samson,2,0,2,,False,,,
D0034258,M0295,1,4,6,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Kieron Samson,1,0,1,,False,,,
D0034259,M0295,1,5,1,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Krunal Yadav,6,0,6,,False,,,
D0034260,M0295,1,5,2,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Krunal Yadav,0,0,0,,False,,,
D0034261,M0295,1,5,3,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Krunal Yadav,2,0,2,,False,,,
D0034262,M0295,1,5,4,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Krunal Yadav,4,0,4,,False,,,
D0034263,M0295,1,5,5,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Krunal Yadav,0,0,0,,False,,,
D0034264,M0295,1,5,6,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Krunal Yadav,1,0,1,,False,,,
D0034265,M0295,1,6,1,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Pat Amir,2,0,2,,False,,,
D0034266,M0295,1,6,2,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Pat Amir,1,0,1,,False,,,
D0034267,M0295,1,6,3,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Pat Amir,2,0,2,,False,,,
D0034268,M0295,1,6,4,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Pat Amir,1,0,1,,False,,,
D0034269,M0295,1,6,5,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Pat Amir,2,0,2,,False,,,
D0034270,M0295,1,6,6,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Pat Amir,2,0,2,,False,,,
D0034271,M0295,1,7,1,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Ross Buttler,1,0,1,,False,,,
D0034272,M0295,1,7,2,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Ross Buttler,1,0,1,,False,,,
D0034273,M0295,1,7,3,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Ross Buttler,2,0,2,,False,,,
D0034274,M0295,1,7,4,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Ross Buttler,2,0,2,,False,,,
D0034275,M0295,1,7,5,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Ross Buttler,0,0,0,,False,,,
D0034276,M0295,1,7,6,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Ross Buttler,1,0,1,,False,,,
D0034277,M0295,1,8,1,Chennai Super Kings,Mumbai Indians,Tristan Lyon,Mohammad Ali,Dawid Zaman,2,0,2,,False,,,
